Hexstream,Split Indexes,Splited Hexstream,Is Valid
6f00380009a6183f000000001733060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460061c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 80]",6f00 3800 09a6183f 00000000 1733060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 074d00e0312b3d460061c500ee4a9f23313736362d4c45432020200000260036829efc01,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600d5e24b0220672401074d00e0312b3d0f0062c5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 d5e2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 62c5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d5e2cb000000074d00e0312b3d4f0062c500000000000000ffff00000000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d5e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 62c5 00000000000000ffff00000000000000ffff ,True
6f00220009a6183f000000001e33060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d060063c503,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 1e33060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 63c5 03 ,True
6f00380009a6183f000000001e33060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460063c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 1e33060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 63c5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600d6e24b0220672401074d00e0312b3d0f0064c5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 d6e2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 64c5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d6e2cb000000074d00e0312b3d4f0064c500000000000000ffff00000000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d6e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 64c5 00000000000000ffff00000000000000ffff ,True
6f00220009a6183f000000002533060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d060065c503,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 2533060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 65c5 03 ,True
6f00380009a6183f000000002533060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460065c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 2533060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 65c5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,True
70003a0009a6183f000000000000000000000000000000000000000001000200a1000400ac6fa509b1002600d7e24b0220672401074d00e0312b3d0f0066c5a3ff944fffd64fffd84fff884fffbe4fffc04f,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 52, 53, 55, 59, 60, 61, 63, 64, 82, 82]",7000 3a00 09a6183f 00000000 0000000000000000 00000000 00000000 0100 0200 a100 0400 ac6fa509 b100 2600 d7e2 4b 02 20 67 24 01 07 4d00 e0312b3d 0f 00 66c5 a3 ff944fffd64fffd84fff884fffbe4fffc04f ,True
7000370009a6183f000000000000000000000000000000000000000000000200a10004000100fe80b1002300d7e2cb000000074d00e0312b3d4f0066c500000000000000ffff00000000000000ffff,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 40, 42, 44, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 61, 79, 79]",7000 3700 09a6183f 00000000 0000000000000000 00000000 00000000 0000 0200 a100 0400 0100fe80 b100 2300 d7e2 cb 00 00 00 07 4d00 e0312b3d 4f 00 66c5 00000000000000ffff00000000000000ffff ,True
6f00220009a6183f000000002c33060038bc270c00000000000000000a00020000000000b20012004b0220672401074d00e0312b3d060067c503,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 47, 49, 53, 54, 55, 57, 58, 58]",6f00 2200 09a6183f 00000000 2c33060038bc270c 00000000 00000000 0a00 0200 0000 0000 b200 1200 4b 02 20 67 24 01 07 4d00 e0312b3d 06 00 67c5 03 ,True
6f00380009a6183f000000002c33060038bc270c00000000000000000004020000000000b2002800cb000000074d00e0312b3d460067c500ee4a9f23313736362d4c45432020200000260036829efc01,"[0, 2, 4, 8, 12, 20, 24, 28, 30, 32, 34, 36, 38, 40, 41, 42, 43, 44, 45, 47, 51, 52, 53, 55, 80, 80]",6f00 3800 09a6183f 00000000 2c33060038bc270c 00000000 00000000 0004 0200 0000 0000 b200 2800 cb 00 00 00 07 4d00 e0312b3d 46 00 67c5 00ee4a9f23313736362d4c45432020200000260036829efc01 ,True
