Hexstream,Split Indexes,Splited Hexstream
810a001801240003011dff02034c0c0c0200001d194c29a1,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 4c 0c0c 02 00 00 1d 19 4c 29 a1
810a001d01080003011d304c0c0c0200001d194c29a13ec4008000033f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 4c 0c0c 02 00 00 1d 19 4c29a1 3e c4 00800003 3f
810a001801240003011dff02034d0c0c0200001d194c29a2,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 4d 0c0c 02 00 00 1d 19 4c 29 a2
810a001d01080003011d304d0c0c0200001d194c29a23ec4008000043f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 4d 0c0c 02 00 00 1d 19 4c29a2 3e c4 00800004 3f
810a001801240003011dff02034e0c0c0200001d194c29a3,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 4e 0c0c 02 00 00 1d 19 4c 29 a3
810a001d01080003011d304e0c0c0200001d194c29a33ec4008000053f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 4e 0c0c 02 00 00 1d 19 4c29a3 3e c4 00800005 3f
810a001801240003011dff02034f0c0c0200001d194c29a4,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 4f 0c0c 02 00 00 1d 19 4c 29 a4
810a001d01080003011d304f0c0c0200001d194c29a43ec4008000143f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 4f 0c0c 02 00 00 1d 19 4c29a4 3e c4 00800014 3f
810a001801240003011dff0203500c0c0200001d194c29a5,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 50 0c0c 02 00 00 1d 19 4c 29 a5
810a001d01080003011d30500c0c0200001d194c29a53ec4008000153f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 50 0c0c 02 00 00 1d 19 4c29a5 3e c4 00800015 3f
810a001801240003011dff0203510c0c0200001d194c29a6,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 51 0c0c 02 00 00 1d 19 4c 29 a6
810a001d01080003011d30510c0c0200001d194c29a63ec4008000193f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 51 0c0c 02 00 00 1d 19 4c29a6 3e c4 00800019 3f
810a001801240003011dff0203520c0c0200001d194c29a7,"[0, 6, 8, 10, 12, 20, 22, 24, 26, 28, 32, 34, 36, 38, 40, 42, 44, 46, 48]",810a00 18 01 24 0003011d ff 02 03 52 0c0c 02 00 00 1d 19 4c 29 a7
810a001d01080003011d30520c0c0200001d194c29a73ec40080001a3f,"[0, 6, 8, 10, 12, 20, 22, 24, 28, 30, 32, 34, 36, 38, 44, 46, 48, 56, 58]",810a00 1d 01 08 0003011d 30 52 0c0c 02 00 00 1d 19 4c29a7 3e c4 0080001a 3f
